"","Position","year","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","artist_name","track_name"
"1610",29,"1976",FALSE,0.437,0.644,4,-5.692,1,0.0267,0.236,0.319,0.139,0.545,95.615,244280,4,"Bee Gees","Fanny (Be Tender with My Love) - 2009 Remastered Version"
"1611",30,"1976",FALSE,0.709,0.504,6,-11.829,1,0.0553,0.696,0.00157,0.595,0.818,141.15,250200,4,"Earth, Wind & Fire","Got to Get You into My Life"
"1612",31,"1976",FALSE,0.722,0.481,9,-14.733,0,0.0289,0.114,0.0907,0.0955,0.83,129.003,251573,4,"Fleetwood Mac","Rhiannon"
"1613",32,"1976",FALSE,0.523,0.762,4,-8.669,1,0.0346,0.0308,0,0.0675,0.87,128.064,205733,4,"Sweet","Fox On The Run"
"1614",33,"1976",FALSE,0.375,0.482,4,-9.583,1,0.0285,0.571,0.0252,0.0987,0.544,144.265,183200,4,"John Travolta","Let Her In"
"1615",34,"1976",FALSE,0.613,0.59,7,-6.751,1,0.0353,0.298,0.000391,0.0635,0.703,104.487,399160,4,"War","Summer"
"1616",35,"1976",FALSE,0.512,0.536,3,-8.575,0,0.034,0.742,0.000377,0.112,0.499,97.079,210680,4,"Harold Melvin & The Blue Notes","Wake Up Everybody"
"1617",36,"1976",FALSE,0.496,0.41,7,-16.875,1,0.0304,0.0202,0,0.0773,0.527,79.578,193013,4,"Keith Carradine","I'm Easy"
"1618",37,"1976",FALSE,0.681,0.568,1,-8.817,1,0.0335,0.389,0,0.05,0.854,121.923,212951,4,"Sliver","Wham Bam Shang-A-Lang"
"1619",38,"1976",FALSE,0.701,0.476,2,-12.085,0,0.0309,0.0868,3.45e-05,0.0678,0.801,119.713,251293,4,"Electric Light Orchestra","Evil Woman"
"1620",39,"1976",FALSE,0.646,0.225,0,-17.867,0,0.0331,0.403,2.68e-05,0.135,0.505,90.126,197293,4,"George Benson","This Masquerade"
"1621",40,"1976",FALSE,0.754,0.369,10,-15.767,1,0.0617,0.495,0.237,0.0908,0.65,88.062,310093,4,"Wings","Let 'Em In"
"1622",41,"1976",FALSE,0.648,0.568,4,-9.167,1,0.0368,0.591,0,0.144,0.928,79.693,206040,4,"The Staple Singers","Let's Do It Again"
"1623",42,"1976",FALSE,0.708,0.9,10,-7.776,1,0.0652,0.104,4.81e-06,0.29,0.441,139.886,222147,4,"Elton John","Island Girl"
"1624",43,"1976",FALSE,0.516,0.677,7,-10.042,1,0.0648,0.182,0.0272,0.0745,0.919,136.597,174707,4,"Bay City Rollers","Saturday Night"
"1625",44,"1976",FALSE,0.641,0.697,1,-9.041,1,0.0477,0.384,9.55e-05,0.125,0.961,125.51,207133,4,"Captain & Tennille","Shop Around"
"1626",45,"1976",FALSE,0.719,0.864,11,-5.331,0,0.0395,0.383,0.000113,0.0794,0.938,98.274,287467,4,"The Brothers Johnson","I'll Be Good To You"
"1627",46,"1976",FALSE,0.612,0.749,9,-9.209,0,0.0345,0.00716,0,0.393,0.968,116.791,394133,4,"Tavares","Heaven Must Be Missing An Angel"
"1628",47,"1976",FALSE,0.806,0.559,9,-11.337,1,0.0503,0.361,0.0046,0.0976,0.972,122.698,202333,4,"Earth, Wind & Fire","Sing a Song"
"1629",48,"1976",FALSE,0.745,0.373,4,-13.002,0,0.0325,0.412,8.88e-05,0.158,0.906,111.297,170893,4,"John Sebastian","Welcome Back [Theme from Welcome Back, Kotter]"
"1630",49,"1976",FALSE,0.671,0.536,5,-14.746,1,0.167,0.863,6.6e-05,0.0844,0.793,111.624,230600,4,"C.W. McCall","Convoy"
"1631",50,"1976",FALSE,0.64,0.589,10,-13.053,1,0.0313,0.0828,0.0811,0.0958,0.557,113.89,276933,3,"Elvin Bishop","Fooled Around And Fell In Love"
"1632",51,"1976",FALSE,0.706,0.686,0,-8.234,1,0.0498,0.273,0.00647,0.16,0.815,116.759,217373,4,"Cliff Richard","Devil Woman - 2001 Remastered Version"
"1633",52,"1976",FALSE,0.335,0.326,7,-13.855,1,0.0286,0.715,0,0.203,0.441,152.738,192733,4,"Paul Anka","Times of Your Life"
"1634",53,"1976",FALSE,0.723,0.596,9,-13.436,1,0.0308,0.0187,0.00513,0.16,0.962,128.068,249947,4,"Fleetwood Mac","Say You Love Me"
"1635",54,"1976",FALSE,0.643,0.862,0,-7.009,0,0.0461,0.0557,6.42e-05,0.23,0.928,127.602,409933,4,"The O'Jays","I Love Music"
"1636",55,"1976",FALSE,0.412,0.528,1,-6.613,1,0.0259,0.298,5.03e-05,0.332,0.183,79.962,265093,4,"Aerosmith","Dream On"
"1637",56,"1976",FALSE,0.56,0.947,2,-4.221,1,0.0446,0.0276,0,0.939,0.474,132.419,272467,4,"Peter Frampton","Show Me The Way - Live"
"1638",57,"1976",FALSE,0.662,0.788,11,-5.544,0,0.0635,0.0812,0.141,0.0351,0.931,116.499,315640,4,"Boz Scaggs","Lowdown - Edit"
"1639",58,"1976",FALSE,0.429,0.564,11,-6.784,1,0.0268,0.0193,0.000828,0.128,0.268,104.212,235373,4,"Chicago","If You Leave Me Now - Remastered"
"1640",59,"1976",FALSE,0.606,0.289,5,-11.545,1,0.0934,0.762,1.13e-06,0.169,0.689,87.73,253200,4,"Henry Gross","Shannon"
"1641",60,"1976",FALSE,0.293,0.44,7,-12.617,1,0.0373,0.5,0,0.324,0.454,185.825,172787,4,"Dr. Hook","A Little Bit More"
"1642",61,"1976",FALSE,0.661,0.828,5,-11.376,0,0.0343,0.223,9.97e-05,0.376,0.854,108.265,307525,4,"KC & The Sunshine Band","That's the Way (I Like It)"
"1643",62,"1976",FALSE,0.695,0.297,9,-15.407,1,0.0621,0.855,0.322,0.072,0.709,80.732,201973,4,"Rufus","Sweet Thing"
"1644",63,"1976",FALSE,0.35,0.421,0,-10.757,0,0.0311,0.591,0.000475,0.0949,0.344,140.057,204493,4,"Diana Ross","Theme From Mahogany (Do You Know Where You're Going To)"
"1645",64,"1976",FALSE,0.56,0.513,7,-10.659,1,0.0346,0.592,0,0.224,0.578,133.219,167267,4,"Donny Osmond","Deep Purple"
"1646",65,"1976",FALSE,0.57,0.572,7,-10.669,0,0.0528,0.241,0,0.157,0.394,95.732,297080,4,"Donna Summer","Love To Love You Baby - Single Version"
"1647",66,"1976",FALSE,0.442,0.398,7,-10.778,0,0.0315,0.721,0.763,0.488,0.178,115.962,271627,4,"Eric Carmen","All By Myself - Single Edit"
"1648",67,"1976",FALSE,0.567,0.609,0,-10.426,1,0.227,0.478,0,0.138,0.676,122.357,197573,4,"Captain & Tennille","Lonely Night (Angel Face)"
"1649",68,"1976",FALSE,0.662,0.941,6,-4.05,0,0.0883,0.327,0,0.218,0.79,131.045,252373,4,"Vicki Sue Robinson","Turn the Beat Around"
"1650",69,"1976",FALSE,0.266,0.389,4,-13.682,1,0.0305,0.244,1.42e-06,0.0688,0.157,140.243,256173,4,"Gary Wright","Dream Weaver"
"1651",70,"1976",FALSE,0.628,0.606,3,-15.043,1,0.0372,0.0639,8.57e-06,0.0664,0.927,108.242,197507,4,"The Bellamy Brothers","Let Your Love Flow"
"1652",71,"1976",FALSE,0.622,0.21,5,-16.335,1,0.0336,0.938,0.00143,0.298,0.652,101.617,164747,4,"Dr. Hook","Only Sixteen"
"1653",72,"1976",FALSE,0.72,0.715,7,-8.594,1,0.0289,0.548,0.000576,0.151,0.872,120.49,223560,4,"Starbuck","Moonlight Feels Right"
"1654",73,"1976",FALSE,0.671,0.733,11,-10.092,1,0.0356,0.132,1.07e-05,0.0908,0.936,108.603,240600,4,"David Bowie","Golden Years - 1999 Remastered Version"
"1655",74,"1976",FALSE,0.698,0.675,2,-10.585,1,0.0339,0.285,8.52e-05,0.0777,0.877,110.429,267000,4,"Lou Rawls","You'll Never Find Another Love Like Mine"
"1656",75,"1976",FALSE,0.703,0.857,0,-6.433,1,0.03,0.0248,0.491,0.645,0.963,122.928,257480,4,"Bee Gees","You Should Be Dancing - 2007 Remastered Version Saturday Night Fever"
"1657",76,"1976",FALSE,0.61,0.889,0,-6.566,1,0.0905,0.224,2.6e-05,0.0529,0.473,115.1,292533,4,"Ohio Players","Love Rollercoaster"
"1658",77,"1976",FALSE,0.526,0.624,9,-10.098,0,0.0373,0.363,0.691,0.163,0.898,120.946,225000,4,"Ray Conniff","Theme from ""S.W.A.T."""
"1659",78,"1976",FALSE,0.677,0.61,5,-7.324,1,0.0629,0.553,1.07e-05,0.447,0.867,148.264,193533,4,"Maxine Nightingale","Right Back Where We Started From"
"1660",79,"1976",FALSE,0.565,0.49,1,-8.348,1,0.0345,0.295,7.63e-06,0.0592,0.424,100.588,393560,4,"Commodores","Sweet Love"
"1661",80,"1976",FALSE,0.647,0.826,10,-13.907,1,0.0323,0.0558,0.069,0.0974,0.961,112.142,186573,4,"KC & The Sunshine Band","(Shake, Shake, Shake) Shake Your Booty"
"1662",81,"1976",FALSE,0.412,0.58,11,-5.963,1,0.0305,0.262,0,0.0768,0.525,93.322,224680,3,"Various Artists - The Eagles Tribute","Take It To The Limit (Cover Version)"
"1663",82,"1976",FALSE,0.797,0.552,7,-14.86,1,0.0303,0.117,0.00132,0.0806,0.966,104.988,172067,4,"Silver Convention","Get Up and Boogie - That's Right"
"1664",83,"1976",FALSE,0.477,0.347,7,-11.847,1,0.0248,0.00482,0.00409,0.34,0.139,80.097,233133,4,"Nazareth","Love Hurts"
"1665",84,"1976",FALSE,0.791,0.734,5,-5.464,1,0.0629,0.522,0.00165,0.167,0.962,105.854,244920,4,"Hot Chocolate","You Sexy Thing"
"1666",85,"1976",FALSE,0.62,0.556,5,-12.044,1,0.0336,0.184,0,0.301,0.614,119.172,159107,4,"England Dan","I'd Really Love To See You Tonight"
"1667",86,"1976",FALSE,0.925,0.875,7,-5.743,0,0.0371,0.19,0.00495,0.0287,0.973,132.8,208000,4,"The Sylvers","Boogie Fever"
"1668",87,"1976",FALSE,0.39,0.236,3,-14.688,1,0.0291,0.7,0.00795,0.0843,0.54,173.154,222400,3,"Dorothy Moore","Misty Blue"
"1669",88,"1976",FALSE,0.426,0.341,10,-11.883,1,0.0474,0.0653,1.2e-05,0.136,0.26,71.653,354600,4,"Queen","Bohemian Rhapsody - Remastered"
"1670",89,"1976",FALSE,0.663,0.792,0,-5.476,1,0.0311,0.517,0.000139,0.111,0.839,103.009,222613,4,"Andrea True Connection","More, More, More"
"1671",90,"1976",FALSE,0.615,0.523,2,-9.706,1,0.03,0.415,7.93e-06,0.125,0.591,96.503,233947,4,"Seals and Crofts","Get Closer"
"1672",91,"1976",FALSE,0.509,0.75,1,-9.464,1,0.0479,0.335,0.00331,0.0439,0.837,111.522,229373,4,"Diana Ross","Love Hangover - Single Version"
"1673",92,"1976",FALSE,0.826,0.406,0,-14.153,0,0.0317,0.00719,0.731,0.0725,0.931,100.278,230920,4,"Silver Convention","Fly Robin Fly"
"1674",93,"1976",FALSE,0.273,0.44,5,-7.417,1,0.0273,0.814,0.000441,0.0716,0.314,143.326,234547,4,"Barry Manilow","I Write the Songs - Single Edit"
"1675",94,"1976",FALSE,0.493,0.44,5,-11.775,1,0.029,0.485,0,0.105,0.77,147.032,193040,4,"Starland Vocal Band","Afternoon Delight"
"1676",95,"1976",FALSE,0.6,0.376,2,-10.99,0,0.0464,0.565,0.000865,0.109,0.317,148.238,187000,3,"Daryl Hall & John Oates","Sara Smile - Remastered"
"1677",96,"1976",FALSE,0.712,0.671,5,-6.861,0,0.0416,0.173,0.747,0.0595,0.798,108.846,183227,4,"Walter Murphy","A Fifth Of Beethoven - 2007 Remastered Version Saturday Night Fever"
"1678",97,"1976",FALSE,0.77,0.553,10,-13.632,1,0.0268,0.0614,0.00106,0.103,0.904,98.346,230107,4,"Gary Wright","Love Is Alive"
"1679",98,"1976",FALSE,0.816,0.383,7,-12.398,1,0.064,0.19,4.19e-05,0.0974,0.324,101.631,208160,4,"Paul Simon","50 Ways to Leave Your Lover"
"1680",99,"1976",FALSE,0.734,0.9,2,-7.718,1,0.0766,0.0636,0,0.056,0.795,143.876,179800,4,"The Miracles","Love Machine - Pt. 1"
"1681",100,"1976",FALSE,0.588,0.414,10,-11.503,1,0.0665,0.361,0,0.139,0.602,129.118,265773,4,"The Manhattans","Kiss and Say Goodbye"
"1682",1,"1977",FALSE,0.197,0.32,0,-16.696,1,0.0387,0.675,0.748,0.803,0.115,83.893,343733,4,"John Williams","Main Title (From ""Star Wars"")"
"1683",2,"1977",FALSE,0.731,0.918,0,-6.627,0,0.0438,0.00771,5.52e-05,0.126,0.864,120.398,219067,4,"Leo Sayer","How Much Love - Remastered"
"1684",3,"1977",FALSE,0.554,0.725,2,-7.021,1,0.0312,0.0376,2.03e-06,0.264,0.898,107.399,243893,4,"ABBA","Knowing Me, Knowing You"
"1685",4,"1977",FALSE,0.364,0.252,7,-12.467,0,0.0316,0.823,2.68e-06,0.23,0.123,125.636,229067,4,"Elton John","Sorry Seems To Be The Hardest Word"
"1686",5,"1977",FALSE,0.597,0.812,5,-12.062,1,0.0315,0.0219,0.00106,0.102,0.818,135.68,218400,4,"Fleetwood Mac","Go Your Own Way"
"1687",6,"1977",FALSE,0.62,0.54,4,-14.636,0,0.0422,0.349,2.53e-05,0.187,0.758,118.823,303533,4,"Heatwave","Boogie Nights"
"1688",7,"1977",FALSE,0.54,0.634,4,-9.165,0,0.0346,0.016,0.0098,0.118,0.541,116.461,400067,4,"Al Stewart","Year Of The Cat"
"1689",8,"1977",FALSE,0.699,0.333,0,-19.342,1,0.0595,0.00401,0,0.0607,0.528,115.147,347600,4,"Dr. Buzzard's Original Savannah Band","Cherchez la Femme / Se Si Bon"
"1690",9,"1977",FALSE,0.629,0.785,5,-10.761,1,0.0471,0.0249,9.45e-06,0.0522,0.867,108.531,211027,4,"Aerosmith","Walk This Way"
"1691",10,"1977",FALSE,0.354,0.283,9,-16.141,1,0.0583,0.926,0.00487,0.136,0.176,202.797,227000,4,"Captain & Tennille","Muskrat Love"
"1692",11,"1977",FALSE,0.492,0.676,8,-6.861,1,0.0516,0.172,0,0.239,0.395,110.232,296493,3,"Queen","Somebody To Love - Remastered 2011"
"1693",12,"1977",FALSE,0.7,0.416,0,-10.459,1,0.0307,0.383,0.000106,0.0892,0.45,130.067,242200,4,"Rose Royce","I Wanna Get Next To You"
"1694",13,"1977",FALSE,0.748,0.762,9,-15.177,1,0.0368,0.109,0.335,0.336,0.961,113.902,406693,4,"Joe Tex","Ain’t Gonna Bump No More With No Big Fat Woman"
"1695",14,"1977",FALSE,0.473,0.386,3,-12.387,1,0.0313,0.777,0.000134,0.537,0.391,130.879,239427,4,"Kenny Nolan","Love's Grown Deep"
"1696",15,"1977",FALSE,0.887,0.92,1,-8.833,1,0.0754,0.0814,0.0129,0.0534,0.959,136.223,229920,4,"The Sylvers","High School Dance"
"1697",16,"1977",FALSE,0.392,0.365,10,-14.613,1,0.0293,0.74,7.32e-06,0.233,0.361,135.464,212467,4,"Carly Simon","Nobody Does It Better"
"1698",17,"1977",FALSE,0.557,0.378,0,-11.659,1,0.0301,0.448,0,0.101,0.408,135.466,222333,4,"Alice Cooper","I Never Cry - Remastered Version"
"1699",18,"1977",FALSE,0.804,0.541,10,-11.074,1,0.06,0.505,0.000484,0.0565,0.945,97.265,216840,4,"The Spinners","The Rubberband Man"
"1700",19,"1977",FALSE,0.579,0.548,4,-7.961,1,0.0262,0.195,0.0114,0.0826,0.537,80.891,217213,4,"Bee Gees","Love So Right - 2009 Remastered Version"
"1701",20,"1977",FALSE,0.773,0.791,8,-12.336,1,0.0549,0.0408,5.52e-06,0.0775,0.965,131.086,174320,4,"Shaun Cassidy","That's Rock 'N' Roll"
"1702",21,"1977",FALSE,0.535,0.813,2,-5.37,1,0.0501,0.0681,0.00908,0.157,0.491,90.746,248627,4,"Supertramp","Give A Little Bit"
"1703",22,"1977",FALSE,0.68,0.611,0,-4.91,1,0.0286,0.45,1.6e-06,0.19,0.532,122.982,222307,4,"Electric Light Orchestra","Livin' Thing"
"1704",23,"1977",FALSE,0.646,0.819,0,-6.442,0,0.0286,0.0405,1.58e-05,0.109,0.8,123.975,160133,4,"Bay City Rollers","You Made Me Believe in Magic"
"1705",24,"1977",FALSE,0.791,0.573,3,-16.151,1,0.0338,0.0706,5.77e-05,0.097,0.967,112.131,264173,4,"KC & The Sunshine Band","Keep It Comin Love"
"1706",25,"1977",FALSE,0.588,0.57,10,-10.595,1,0.0307,0.0114,6.58e-05,0.182,0.656,141.328,220960,4,"Boz Scaggs","Lido Shuffle"
"1707",26,"1977",FALSE,0.778,0.511,7,-11.546,1,0.0372,0.836,0.000283,0.14,0.897,107.163,173600,4,"Count Dee's Hit Explosion","Jeans On"
"1708",27,"1977",FALSE,0.528,0.529,7,-14.158,1,0.027,0.247,0.000676,0.198,0.627,95.935,708867,4,"The Floaters","Float On"
"1709",28,"1977",FALSE,0.679,0.693,0,-10.369,1,0.0843,0.00228,0.893,0.0693,0.519,124.961,227667,4,"Meco","Star Wars Theme/Cantina Band"
"1710",29,"1977",FALSE,0.257,0.325,10,-11.119,1,0.029,0.652,1.58e-05,0.118,0.196,146.367,176853,4,"Bread","Lost Without Your Love"
"1711",30,"1977",FALSE,0.675,0.564,2,-9.422,1,0.044,0.329,9.07e-05,0.311,0.722,124.544,263639,4,"Dean Friedman","Ariel"
"1712",31,"1977",FALSE,0.516,0.486,3,-11.81,0,0.0272,0.0987,1.48e-06,0.143,0.455,132.542,200573,4,"Foreigner","Cold As Ice"
"1713",32,"1977",FALSE,0.588,0.517,11,-14.264,0,0.0419,0.32,9.18e-06,0.0651,0.59,139.452,218883,4,"ProSound Karaoke Band","Smoke From A Distant Fire (Karaoke Lead Vocal Demo)[In the style of Sanford Townsend Band]"
"1714",33,"1977",FALSE,0.316,0.245,0,-15.099,1,0.028,0.418,0.00393,0.0696,0.167,147.048,217627,4,"Ronnie Milsap","It Was Almost Like a Song"
"1715",34,"1977",FALSE,0.255,0.333,0,-9.389,1,0.0274,0.324,5.52e-05,0.0995,0.246,79.585,225480,3,"Barry Manilow","Weekend in New England"
"1716",35,"1977",FALSE,0.478,0.698,0,-11.402,1,0.0454,0.687,0.0567,0.144,0.719,148.619,156493,4,"Elvis Presley","Way Down"
"1717",36,"1977",FALSE,0.463,0.396,7,-10.128,1,0.0304,0.0243,7.23e-05,0.173,0.352,80.753,272293,4,"Burton Cummings","Stand Tall"
"1718",37,"1977",FALSE,0.597,0.735,0,-9.214,1,0.0328,0.0603,1.35e-05,0.527,0.918,122.416,268067,4,"Steve Miller Band","Jet Airliner - 2003 Digital Remaster"
"1719",38,"1977",FALSE,0.532,0.604,0,-8.23,1,0.0292,0.675,0.00387,0.121,0.448,115.008,239040,3,"Engelbert Humperdinck","After the Lovin' - Rerecorded"
"1720",39,"1977",FALSE,0.274,0.209,0,-15.723,0,0.0328,0.743,6.84e-06,0.183,0.28,139.316,201160,4,"Barbra Streisand","My Heart Belongs to Me"
"1721",40,"1977",FALSE,0.655,0.367,4,-14.351,1,0.0301,0.0496,3.89e-06,0.11,0.592,110.761,282867,4,"The Soundalikes","New Kid in Town"
"1722",41,"1977",FALSE,0.453,0.788,7,-5.712,1,0.0326,0.00283,0.000119,0.441,0.793,126.737,322093,4,"Kansas","Carry on Wayward Son"
"1723",42,"1977",FALSE,0.549,0.805,2,-7.472,1,0.039,0.167,0.00113,0.133,0.637,152.912,295840,4,"The Marshall Tucker Band","Heard It in a Love Song"
"1724",43,"1977",FALSE,0.412,0.391,6,-12.038,1,0.0381,0.346,0.0024,0.0727,0.44,107.65,165733,3,"Helen Reddy","You're My World"
"1725",44,"1977",FALSE,0.664,0.735,0,-5.341,1,0.0349,0.188,0.000309,0.164,0.269,120.139,319692,4,"Sam Morrison and Turn The Page","Night Moves - Bob Seger and the Silver Bullet Band Tribute"
"1726",45,"1977",FALSE,0.73,0.693,7,-9.88,0,0.053,0.292,0.014,0.139,0.772,90.978,298160,4,"The Brothers Johnson","Strawberry Letter 23"
"1727",46,"1977",FALSE,0.51,0.926,4,-4.073,0,0.0613,0.00368,0.0365,0.137,0.593,137.374,262853,4,"Heart","Barracuda"
"1728",47,"1977",FALSE,0.686,0.632,9,-11.433,1,0.0353,0.0398,2.2e-06,0.0686,0.88,118.965,192133,4,"Fleetwood Mac","Don't Stop"
"1729",48,"1977",FALSE,0.826,0.731,10,-10.391,0,0.0554,0.0792,5.85e-06,0.0648,0.879,105.865,252373,4,"Stevie Wonder","I Wish"
"1730",49,"1977",FALSE,0.681,0.664,9,-6.28,1,0.0293,0.0849,0,0.0672,0.628,122.956,272417,4,"Andrew Gold","Lonely Boy - Re-Recorded"
"1731",50,"1977",FALSE,0.518,0.263,8,-19.619,1,0.0269,0.388,2.53e-06,0.0685,0.53,86.145,243293,4,"Johnny Rivers","Swayin' To The Music (Slow Dancin')"
"1732",51,"1977",FALSE,0.642,0.383,0,-11.762,0,0.0292,0.487,2.99e-06,0.0979,0.343,113.1,204507,4,"Alice Cooper","You And Me - Remastered Version"
"1733",52,"1977",FALSE,0.671,0.233,11,-18.003,0,0.0378,0.874,0.00016,0.12,0.504,108.063,133960,4,"Crosby, Stills & Nash","Just A Song Before I Go"
"1734",53,"1977",FALSE,0.798,0.266,2,-12.657,1,0.0302,0.632,0.0789,0.0674,0.525,90.102,196040,4,"James Taylor","Handy Man"
"1735",54,"1977",FALSE,0.539,0.567,0,-12.648,1,0.0353,0.0755,0,0.108,0.801,145.006,168827,4,"Shaun Cassidy","Da Doo Ron Ron"
"1736",55,"1977",FALSE,0.605,0.622,1,-6.405,1,0.0491,0.304,0,0.342,0.719,106.899,211920,4,"10cc","The Things We Do For Love"
"1737",56,"1977",FALSE,0.647,0.199,5,-18.046,1,0.037,0.793,5.01e-05,0.0919,0.409,142.171,214533,3,"Kenny Rogers","Lucille"
"1738",57,"1977",FALSE,0.329,0.499,0,-7.235,1,0.0274,0.173,8.09e-06,0.124,0.157,98.533,250000,4,"Peter Frampton","I'm In You"
"1739",58,"1977",FALSE,0.749,0.728,11,-12.234,0,0.042,0.029,0.411,0.0117,0.931,108.972,335560,4,"Brick","Dazz - Dazz Disco Mix"
"1740",59,"1977",FALSE,0.572,0.723,7,-5.989,1,0.211,0.115,7.37e-05,0.564,0.772,203.23,219853,4,"The Jacksons","Enjoy Yourself"
"1741",60,"1977",FALSE,0.823,0.338,0,-15.899,1,0.0413,0.139,0.00129,0.5,0.778,120.473,254453,4,"Fleetwood Mac","Dreams"
"1742",61,"1977",FALSE,0.598,0.509,5,-10.793,0,0.0337,0.405,0.026,0.0948,0.842,87.419,263800,4,"Atlanta Rhythm Section","So Into You"
"1743",62,"1977",FALSE,0.353,0.426,0,-10.082,1,0.027,0.479,0.00274,0.094,0.459,68.662,213560,4,"Barry Manilow","Looks Like We Made It"
"1744",63,"1977",FALSE,0.472,0.601,5,-12.751,1,0.0569,0.226,0.0101,0.0788,0.576,141.733,426560,4,"Manfred Mann's Earth Band","Blinded By The Light"
"1745",64,"1977",FALSE,0.382,0.428,8,-9.232,1,0.0424,0.618,6.7e-05,0.08,0.352,207.173,260373,3,"Natalie Cole","I've Got Love On My Mind - 2003 Digital Remaster"
"1746",65,"1977",FALSE,0.556,0.443,10,-11.612,1,0.0246,0.552,0,0.124,0.711,93.686,173693,4,"Jennifer Warnes","Right Time of the Night"
"1747",66,"1977",FALSE,0.583,0.525,10,-9.205,0,0.0288,0.161,0.000248,0.26,0.329,132.301,255667,4,"Commodores","Easy"
"1748",67,"1977",FALSE,0.696,0.666,9,-15.164,1,0.041,0.145,0.542,0.721,0.713,103.616,297880,4,"Climax Blues Band","Couldn't Get It Right"
"1749",68,"1977",FALSE,0.541,0.812,5,-6.716,0,0.0813,0.0599,0,0.456,0.443,109.591,192520,4,"Foreigner","Feels Like The First Time"
"1750",69,"1977",FALSE,0.58,0.457,11,-9.454,1,0.0271,0.693,3.49e-06,0.0884,0.559,102.194,182560,4,"Stephen Bishop","On And On"
"1751",70,"1977",FALSE,0.256,0.335,9,-13.588,1,0.0313,0.74,0.0166,0.0857,0.434,198.745,218947,4,"David Soul","Don't give up on us"
"1752",71,"1977",FALSE,0.561,0.754,9,-12.769,0,0.112,0.61,0.0194,0.328,0.627,100.08,282693,4,"Steve Miller Band","Fly Like An Eagle"
"1753",72,"1977",FALSE,0.475,0.556,6,-8.388,0,0.0321,0.312,0,0.216,0.916,200.033,279587,4,"Marilyn McCoo","You Don't Have to Be a Star (To Be In My Show)"
"1754",73,"1977",FALSE,0.831,0.967,2,-3.207,1,0.0556,0.24,1.03e-06,0.109,0.967,132.824,183320,4,"The Sylvers","Hot Line"
"1755",74,"1977",FALSE,0.728,0.675,9,-6.599,0,0.183,0.355,2.87e-06,0.0517,0.805,115.229,200574,4,"Rose Royce","Car Wash - 7"" Mix"
"1756",75,"1977",FALSE,0.597,0.342,8,-8.167,1,0.0299,0.389,3.04e-05,0.114,0.126,109.609,253227,3,"Leo Sayer","When I Need You - Remastered"
"1757",76,"1977",FALSE,0.597,0.643,5,-6.303,1,0.134,0.5,0,0.0435,0.815,167.963,144333,4,"Daryl Hall & John Oates","Rich Girl - Remastered 2003"
"1758",77,"1977",FALSE,0.629,0.801,11,-9.903,0,0.0325,0.0177,0.085,0.129,0.805,95.245,178640,4,"Glen Campbell","Southern Nights"
"1759",78,"1977",FALSE,0.435,0.812,0,-3.711,1,0.0381,0.541,0.719,0.0455,0.477,95.546,168360,4,"Bill Conti","Gonna Fly Now (Theme From ""Rocky"") - 2006 - Remaster"
"1760",79,"1977",FALSE,0.867,0.855,11,-6.65,0,0.0433,0.183,0.000501,0.332,0.866,122.545,251533,4,"Marvin Gaye","Got To Give It Up (Part 1)"
"1761",80,"1977",FALSE,0.48,0.396,2,-11.759,1,0.0285,0.115,9.63e-05,0.252,0.466,149.705,376547,4,"The Eagles Tribute Band","Hotel California"
"1762",81,"1977",FALSE,0.586,0.584,6,-9.673,1,0.0791,0.166,0,0.0742,0.953,106.002,234093,4,"Stevie Wonder","Sir Duke"
"1763",82,"1977",FALSE,0.552,0.451,3,-10.993,1,0.0317,0.177,0,0.1,0.281,112.703,204400,4,"Peter McCann","Do You Wanna Make Love - Re-Recording"
"1764",83,"1977",FALSE,0.737,0.536,0,-14.276,1,0.0353,0.0586,2e-05,0.0938,0.962,110.179,256840,4,"Pablo Cruise","Whatcha Gonna Do?"
"1765",84,"1977",FALSE,0.467,0.367,9,-8.164,1,0.0298,0.771,2.27e-05,0.0847,0.208,70.856,280360,4,"Electric Light Orchestra","Telephone Line"
"1766",85,"1977",FALSE,0.804,0.61,2,-11.51,1,0.0331,0.609,0.000539,0.105,0.853,125.07,251227,4,"Jimmy Buffett","Margaritaville"
"1767",86,"1977",FALSE,0.728,0.718,8,-5.281,0,0.0501,0.0848,0,0.0579,0.73,95.922,219467,4,"Leo Sayer","You Make Me Feel Like Dancing - Remastered Single"
"1768",87,"1977",FALSE,0.546,0.879,9,-6.397,1,0.0441,0.42,0.00188,0.775,0.772,100.819,230693,4,"ABBA","Dancing Queen"
"1769",88,"1977",FALSE,0.763,0.584,5,-17.3,0,0.0544,0.00292,0.00112,0.0772,0.777,114.705,240093,4,"KC & The Sunshine Band","I'm Your Boogie Man"
"1770",89,"1977",FALSE,0.558,0.262,10,-17.215,1,0.0412,0.847,0.0229,0.0948,0.352,133.657,230624,4,"Mary MacGregor","Torn Between Two Lovers"
"1771",90,"1977",FALSE,0.672,0.527,5,-9.94,1,0.0374,0.321,0,0.0756,0.799,103.122,217440,4,"Alan O'Day","Undercover Angel - Re-Recording"
"1772",91,"1977",FALSE,0.626,0.742,10,-7.367,0,0.0424,0.0887,0.013,0.64,0.63,117.59,241427,4,"Rita Coolidge","(Your Love Has Lifted Me) Higher And Higher"
